Month|Avg. Players|Gain|%_Gain|Peak Players|Source File
February 2024|185661.61|39497.42|+27.02%|469431|ApexLegends
January 2024|146164.19|1716.43|+1.19%|344621|ApexLegends
December 2023|144447.76|-22847.90|-13.66%|348791|ApexLegends
November 2023|167295.65|-14124.75|-7.79%|438349|ApexLegends
October 2023|181420.4|-5074.01|-2.72%|435229|ApexLegends
September 2023|186494.41|-2397.41|-1.27%|452991|ApexLegends
August 2023|188891.82|22692.73|+13.65%|451223|ApexLegends
July 2023|166199.09|-22901.93|-12.11%|349762|ApexLegends
June 2023|189101.02|-38846.42|-17.04%|446463|ApexLegends
May 2023|227947.44|5197.97|+2.33%|584294|ApexLegends
April 2023|222749.48|-33042.72|-12.92%|562634|ApexLegends
March 2023|255792.2|-1624.47|-0.63%|603290|ApexLegends
February 2023|257416.67|59447.65|+30.03%|624473|ApexLegends
January 2023|197969.02|27086.29|+15.85%|413670|ApexLegends
December 2022|170882.73|-1462.76|-0.85%|411891|ApexLegends
November 2022|172345.48|168.81|+0.10%|403157|ApexLegends
October 2022|172176.67|-49649.95|-22.38%|386994|ApexLegends
September 2022|221826.62|-8606.24|-3.73%|497242|ApexLegends
August 2022|230432.87|47271.56|+25.81%|510286|ApexLegends
July 2022|183161.31|5424.87|+3.05%|347314|ApexLegends
June 2022|177736.44|-17815.20|-9.11%|352659|ApexLegends
May 2022|195551.63|2953.12|+1.53%|411183|ApexLegends
April 2022|192598.51|9001.83|+4.90%|370651|ApexLegends
March 2022|183596.68|-20057.08|-9.85%|353623|ApexLegends
February 2022|203653.75|58070.81|+39.89%|392998|ApexLegends
January 2022|145582.94|23474.67|+19.22%|264287|ApexLegends
December 2021|122108.27|-14137.62|-10.38%|242823|ApexLegends
November 2021|136245.89|7716.46|+6.00%|318330|ApexLegends
October 2021|128529.43|-11118.53|-7.96%|248669|ApexLegends
September 2021|139647.96|-29880.22|-17.63%|273617|ApexLegends
August 2021|169528.17|38377.10|+29.26%|330476|ApexLegends
July 2021|131151.07|-5288.83|-3.88%|262129|ApexLegends
June 2021|136439.9|-27798.11|-16.93%|266591|ApexLegends
May 2021|164238.01|39332.88|+31.49%|330879|ApexLegends
April 2021|124905.13|-1215.93|-0.96%|217728|ApexLegends
March 2021|126121.06|5138.42|+4.25%|228439|ApexLegends
February 2021|120982.64|49215.90|+68.58%|196799|ApexLegends
January 2021|71766.74|7296.99|+11.32%|129928|ApexLegends
December 2020|64469.75|-10487.50|-13.99%|112076|ApexLegends
November 2020|74957.26|-|-|117193|ApexLegends
February 2024|32567.04|-6444.75|-16.52%|46511|Destiny2
January 2024|39011.79|-10439.39|-21.11%|58769|Destiny2
December 2023|49451.17|15964.82|+47.68%|103607|Destiny2
November 2023|33486.36|-8654.03|-20.54%|94423|Destiny2
October 2023|42140.39|-16822.77|-28.53%|68148|Destiny2
September 2023|58963.16|10139.81|+20.77%|145390|Destiny2
August 2023|48823.35|1421.32|+3.00%|126261|Destiny2
July 2023|47402.03|-15208.22|-24.29%|87620|Destiny2
June 2023|62610.26|-16022.92|-20.38%|120394|Destiny2
May 2023|78633.18|-9022.73|-10.29%|192081|Destiny2
April 2023|87655.91|-47446.38|-35.12%|142128|Destiny2
March 2023|135102.28|62964.85|+87.28%|312925|Destiny2
February 2023|72137.44|8457.64|+13.28%|316651|Destiny2
January 2023|63679.8|1541.67|+2.48%|96428|Destiny2
December 2022|62138.13|23979.21|+62.84%|121413|Destiny2
November 2022|38158.92|-21532.19|-36.07%|60854|Destiny2
October 2022|59691.11|-28933.84|-32.65%|102690|Destiny2
September 2022|88624.95|20076.12|+29.29%|149576|Destiny2
August 2022|68548.83|13581.71|+24.71%|193209|Destiny2
July 2022|54967.12|-15274.20|-21.75%|103075|Destiny2
June 2022|70241.32|3279.97|+4.90%|126948|Destiny2
May 2022|66961.36|8527.68|+14.59%|178829|Destiny2
April 2022|58433.68|-30172.24|-34.05%|88326|Destiny2
March 2022|88605.92|13436.28|+17.87%|229002|Destiny2
February 2022|75169.64|21519.55|+40.11%|289895|Destiny2
January 2022|53650.09|-8118.36|-13.14%|78752|Destiny2
December 2021|61768.45|17527.50|+39.62%|154358|Destiny2
November 2021|44240.95|-22373.62|-33.59%|76188|Destiny2
October 2021|66614.57|-23230.62|-25.86%|127770|Destiny2
September 2021|89845.19|32606.68|+56.97%|147513|Destiny2
August 2021|57238.51|4959.26|+9.49%|177734|Destiny2
July 2021|52279.26|-4610.48|-8.10%|116526|Destiny2
June 2021|56889.73|-13248.02|-18.89%|108306|Destiny2
May 2021|70137.75|24508.58|+53.71%|187504|Destiny2
April 2021|45629.18|-7721.43|-14.47%|95209|Destiny2
March 2021|53350.61|-6043.44|-10.18%|87476|Destiny2
February 2021|59394.05|14529.12|+32.38%|131640|Destiny2
January 2021|44864.92|-22135.76|-33.04%|79290|Destiny2
December 2020|67000.69|-32899.28|-32.93%|139723|Destiny2
November 2020|99899.97|49090.57|+96.62%|241843|Destiny2
October 2020|50809.4|-2503.01|-4.69%|93741|Destiny2
September 2020|53312.41|-10951.33|-17.04%|97247|Destiny2
August 2020|64263.74|-4176.01|-6.10%|122520|Destiny2
July 2020|68439.75|-9110.48|-11.75%|122236|Destiny2
June 2020|77550.23|25712.82|+49.60%|213681|Destiny2
May 2020|51837.42|-14382.23|-21.72%|76476|Destiny2
April 2020|66219.64|-11351.75|-14.63%|100645|Destiny2
March 2020|77571.4|14522.77|+23.03%|117425|Destiny2
February 2020|63048.62|-2906.48|-4.41%|93065|Destiny2
January 2020|65955.1|-26215.88|-28.44%|108724|Destiny2
December 2019|92170.98|-15784.79|-14.62%|138593|Destiny2
November 2019|107955.77|-57352.05|-34.69%|195407|Destiny2
October 2019|165307.82|-|-|292314|Destiny2
February 2024|14588.76|-745.70|-4.86%|24354|Fallout4
January 2024|15334.46|991.04|+6.91%|24668|Fallout4
December 2023|14343.42|1007.53|+7.56%|22408|Fallout4
November 2023|13335.89|1388.84|+11.62%|20753|Fallout4
October 2023|11947.05|-1721.86|-12.60%|21318|Fallout4
September 2023|13668.91|-3830.58|-21.89%|22953|Fallout4
August 2023|17499.49|-388.81|-2.17%|27730|Fallout4
July 2023|17888.3|2823.80|+18.74%|27022|Fallout4
June 2023|15064.5|2033.22|+15.60%|26021|Fallout4
May 2023|13031.28|-1171.24|-8.25%|20281|Fallout4
April 2023|14202.52|-16.09|-0.11%|22530|Fallout4
March 2023|14218.62|-1038.49|-6.81%|23467|Fallout4
February 2023|15257.11|-2277.46|-12.99%|25698|Fallout4
January 2023|17534.57|1609.58|+10.11%|27076|Fallout4
December 2022|15924.99|-1121.02|-6.58%|24301|Fallout4
November 2022|17046.01|-1451.12|-7.85%|28190|Fallout4
October 2022|18497.13|3743.04|+25.37%|31142|Fallout4
September 2022|14754.09|-1952.13|-11.69%|24300|Fallout4
August 2022|16706.22|492.37|+3.04%|27516|Fallout4
July 2022|16213.85|2216.00|+15.83%|23753|Fallout4
June 2022|13997.85|601.45|+4.49%|22069|Fallout4
May 2022|13396.39|-330.71|-2.41%|20626|Fallout4
April 2022|13727.11|224.00|+1.66%|21733|Fallout4
March 2022|13503.1|-1661.09|-10.95%|21708|Fallout4
February 2022|15164.19|-1789.88|-10.56%|23963|Fallout4
January 2022|16954.06|1527.61|+9.90%|24939|Fallout4
December 2021|15426.45|-1595.24|-9.37%|23085|Fallout4
November 2021|17021.69|-809.44|-4.54%|27235|Fallout4
October 2021|17831.13|1216.83|+7.32%|32662|Fallout4
September 2021|16614.3|-2696.39|-13.96%|26916|Fallout4
August 2021|19310.69|5277.55|+37.61%|34180|Fallout4
July 2021|14033.14|1602.62|+12.89%|20199|Fallout4
June 2021|12430.52|-704.16|-5.36%|19487|Fallout4
May 2021|13134.68|524.82|+4.16%|21237|Fallout4
April 2021|12609.86|-32.81|-0.26%|19732|Fallout4
March 2021|12642.67|-1130.48|-8.21%|20908|Fallout4
February 2021|13773.15|-1310.79|-8.69%|21274|Fallout4
January 2021|15083.94|624.58|+4.32%|23877|Fallout4
December 2020|14459.36|-2155.76|-12.97%|23305|Fallout4
November 2020|16615.12|1557.54|+10.34%|26621|Fallout4
October 2020|15057.58|2185.37|+16.98%|29702|Fallout4
September 2020|12872.22|-2344.57|-15.41%|19804|Fallout4
August 2020|15216.79|68.44|+0.45%|24206|Fallout4
July 2020|15148.35|2224.21|+17.21%|23204|Fallout4
June 2020|12924.14|-2211.93|-14.61%|20948|Fallout4
May 2020|15136.06|-850.47|-5.32%|23912|Fallout4
April 2020|15986.54|1641.31|+11.44%|24455|Fallout4
March 2020|14345.23|554.60|+4.02%|24354|Fallout4
February 2020|13790.63|-585.88|-4.08%|21988|Fallout4
January 2020|14376.51|397.28|+2.84%|23023|Fallout4
December 2019|13979.23|975.08|+7.50%|23706|Fallout4
November 2019|13004.15|868.08|+7.15%|22661|Fallout4
October 2019|12136.07|167.63|+1.40%|23275|Fallout4
September 2019|11968.44|-2829.04|-19.12%|20097|Fallout4
August 2019|14797.48|779.22|+5.56%|24918|Fallout4
July 2019|14018.26|1076.63|+8.32%|25568|Fallout4
June 2019|12941.63|1708.32|+15.21%|20831|Fallout4
May 2019|11233.31|922.75|+8.95%|19712|Fallout4
April 2019|10310.56|-1289.10|-11.11%|17822|Fallout4
March 2019|11599.67|-401.55|-3.35%|19879|Fallout4
February 2019|12001.22|-2081.48|-14.78%|20610|Fallout4
January 2019|14082.69|-2888.44|-17.02%|25206|Fallout4
December 2018|16971.13|-1962.75|-10.37%|31485|Fallout4
November 2018|18933.89|380.77|+2.05%|33389|Fallout4
October 2018|18553.12|1974.11|+11.91%|36389|Fallout4
September 2018|16579.01|-2212.24|-11.77%|28436|Fallout4
August 2018|18791.24|-4679.10|-19.94%|32239|Fallout4
July 2018|23470.34|-2051.52|-8.04%|43476|Fallout4
June 2018|25521.86|10460.64|+69.45%|47573|Fallout4
May 2018|15061.22|85.03|+0.57%|25653|Fallout4
April 2018|14976.19|-2171.35|-12.66%|26203|Fallout4
March 2018|17147.54|-4444.92|-20.59%|30503|Fallout4
February 2018|21592.46|743.62|+3.57%|45111|Fallout4
January 2018|20848.84|846.59|+4.23%|37190|Fallout4
December 2017|20002.25|1634.64|+8.90%|34512|Fallout4
November 2017|18367.61|-351.39|-1.88%|33736|Fallout4
October 2017|18719.0|474.71|+2.60%|35886|Fallout4
September 2017|18244.29|-504.18|-2.69%|31836|Fallout4
August 2017|18748.47|-2943.63|-13.57%|32696|Fallout4
July 2017|21692.1|-90.74|-0.42%|36800|Fallout4
June 2017|21782.84|2846.72|+15.03%|38111|Fallout4
May 2017|18936.13|2089.22|+12.40%|49675|Fallout4
April 2017|16846.91|-51.99|-0.31%|29010|Fallout4
March 2017|16898.9|-2674.97|-13.67%|31843|Fallout4
February 2017|19573.86|-3236.02|-14.19%|34587|Fallout4
January 2017|22809.88|1751.13|+8.32%|41471|Fallout4
December 2016|21058.75|1360.35|+6.91%|37794|Fallout4
November 2016|19698.4|-1087.60|-5.23%|40096|Fallout4
October 2016|20786.01|-3608.11|-14.79%|39948|Fallout4
September 2016|24394.12|735.91|+3.11%|48954|Fallout4
August 2016|23658.21|-699.12|-2.87%|45998|Fallout4
July 2016|24357.33|-874.69|-3.47%|41541|Fallout4
June 2016|25232.02|-4294.38|-14.54%|45855|Fallout4
May 2016|29526.4|2964.83|+11.16%|74283|Fallout4
April 2016|26561.57|-1964.90|-6.89%|52480|Fallout4
March 2016|28526.47|-4206.69|-12.85%|57102|Fallout4
February 2016|32733.17|-22093.30|-40.30%|61739|Fallout4
January 2016|54826.47|-39309.90|-41.76%|119272|Fallout4
December 2015|94136.37|-132161.46|-58.40%|201635|Fallout4
November 2015|226297.83|-|-|471955|Fallout4
February 2024|14263.35|-3738.67|-20.77%|27084|HuntShowdown
January 2024|18002.02|-1554.38|-7.95%|33129|HuntShowdown
December 2023|19556.4|2824.30|+16.88%|39732|HuntShowdown
November 2023|16732.1|-3425.08|-16.99%|29457|HuntShowdown
October 2023|20157.17|8779.58|+77.17%|41197|HuntShowdown
September 2023|11377.59|-4006.74|-26.04%|20692|HuntShowdown
August 2023|15384.33|-8141.98|-34.61%|32477|HuntShowdown
July 2023|23526.31|7447.23|+46.32%|43386|HuntShowdown
June 2023|16079.08|-1567.01|-8.88%|44527|HuntShowdown
May 2023|17646.09|-1256.65|-6.65%|34302|HuntShowdown
April 2023|18902.74|2745.80|+16.99%|35937|HuntShowdown
March 2023|16156.94|1865.50|+13.05%|32653|HuntShowdown
February 2023|14291.44|-3641.97|-20.31%|27211|HuntShowdown
January 2023|17933.41|986.68|+5.82%|31274|HuntShowdown
December 2022|16946.73|3620.85|+27.17%|36866|HuntShowdown
November 2022|13325.87|-1514.49|-10.21%|28590|HuntShowdown
October 2022|14840.36|303.56|+2.09%|31888|HuntShowdown
September 2022|14536.8|-2765.65|-15.98%|27247|HuntShowdown
August 2022|17302.44|4398.53|+34.09%|33508|HuntShowdown
July 2022|12903.91|1968.17|+18.00%|38272|HuntShowdown
June 2022|10935.75|-1750.56|-13.80%|21253|HuntShowdown
May 2022|12686.3|-2741.04|-17.77%|23074|HuntShowdown
April 2022|15427.34|2562.97|+19.92%|32029|HuntShowdown
March 2022|12864.37|108.20|+0.85%|33187|HuntShowdown
February 2022|12756.16|-1387.01|-9.81%|24161|HuntShowdown
January 2022|14143.18|-1232.36|-8.02%|32253|HuntShowdown
December 2021|15375.53|2248.47|+17.13%|31351|HuntShowdown
November 2021|13127.07|1762.62|+15.51%|28185|HuntShowdown
October 2021|11364.45|-2594.64|-18.59%|29766|HuntShowdown
September 2021|13959.09|2044.52|+17.16%|30658|HuntShowdown
August 2021|11914.58|1930.45|+19.34%|34248|HuntShowdown
July 2021|9984.13|1163.96|+13.20%|21287|HuntShowdown
June 2021|8820.17|-593.47|-6.30%|17715|HuntShowdown
May 2021|9413.64|-5390.76|-36.41%|18632|HuntShowdown
April 2021|14804.4|4589.82|+44.93%|32579|HuntShowdown
March 2021|10214.58|2230.03|+27.93%|32288|HuntShowdown
February 2021|7984.55|500.25|+6.68%|15859|HuntShowdown
January 2021|7484.3|280.24|+3.89%|15265|HuntShowdown
December 2020|7204.06|961.76|+15.41%|15539|HuntShowdown
November 2020|6242.3|1028.58|+19.73%|16523|HuntShowdown
October 2020|5213.72|60.28|+1.17%|15063|HuntShowdown
September 2020|5153.44|-458.75|-8.17%|10451|HuntShowdown
August 2020|5612.19|-776.38|-12.15%|10733|HuntShowdown
July 2020|6388.57|799.27|+14.30%|13842|HuntShowdown
June 2020|5589.31|-21.07|-0.38%|12660|HuntShowdown
May 2020|5610.37|-282.23|-4.79%|10746|HuntShowdown
April 2020|5892.6|-127.15|-2.11%|12472|HuntShowdown
March 2020|6019.75|532.01|+9.69%|12856|HuntShowdown
February 2020|5487.75|946.82|+20.85%|12428|HuntShowdown
January 2020|4540.92|4.08|+0.09%|9065|HuntShowdown
December 2019|4536.84|1626.06|+55.86%|12968|HuntShowdown
November 2019|2910.78|-658.73|-18.45%|5806|HuntShowdown
October 2019|3569.52|-1989.73|-35.79%|7713|HuntShowdown
September 2019|5559.25|1430.37|+34.64%|13467|HuntShowdown
August 2019|4128.88|1751.20|+73.65%|11862|HuntShowdown
July 2019|2377.68|-622.62|-20.75%|4354|HuntShowdown
June 2019|3000.3|1224.68|+68.97%|12636|HuntShowdown
May 2019|1775.62|517.88|+41.18%|3888|HuntShowdown
April 2019|1257.74|-132.33|-9.52%|2663|HuntShowdown
March 2019|1390.07|131.94|+10.49%|2817|HuntShowdown
February 2019|1258.13|-301.78|-19.35%|2657|HuntShowdown
January 2019|1559.91|-338.29|-17.82%|3065|HuntShowdown
December 2018|1898.2|286.32|+17.76%|3960|HuntShowdown
November 2018|1611.88|-73.13|-4.34%|3831|HuntShowdown
October 2018|1685.02|-229.46|-11.99%|3596|HuntShowdown
September 2018|1914.48|-1290.21|-40.26%|4236|HuntShowdown
August 2018|3204.69|1183.13|+58.53%|14003|HuntShowdown
July 2018|2021.56|468.77|+30.19%|3773|HuntShowdown
June 2018|1552.79|525.58|+51.17%|3379|HuntShowdown
May 2018|1027.21|15.44|+1.53%|2829|HuntShowdown
April 2018|1011.76|-1468.22|-59.20%|2262|HuntShowdown
March 2018|2479.98|1086.40|+77.96%|8206|HuntShowdown
February 2018|1393.58|1393.17|+336044.25%|10296|HuntShowdown
January 2018|0.41|-0.14|-24.95%|3|HuntShowdown
December 2017|0.55|0.25|+79.92%|25|HuntShowdown
November 2017|0.31|0.28|+943.92%|2|HuntShowdown
October 2017|0.03|-|-|1|HuntShowdown
February 2024|22900.57|-6445.34|-21.96%|35794|Left4Dead2
January 2024|29345.91|3522.63|+13.64%|58686|Left4Dead2
December 2023|25823.28|3313.91|+14.72%|56599|Left4Dead2
November 2023|22509.37|439.17|+1.99%|71345|Left4Dead2
October 2023|22070.2|-4379.38|-16.56%|45432|Left4Dead2
September 2023|26449.58|2075.39|+8.51%|78384|Left4Dead2
August 2023|24374.18|-10424.41|-29.96%|37223|Left4Dead2
July 2023|34798.59|13951.24|+66.92%|65990|Left4Dead2
June 2023|20847.36|690.59|+3.43%|52262|Left4Dead2
May 2023|20156.77|-2224.23|-9.94%|37915|Left4Dead2
April 2023|22381.0|-4593.44|-17.03%|52255|Left4Dead2
March 2023|26974.44|3275.59|+13.82%|85147|Left4Dead2
February 2023|23698.84|-7903.91|-25.01%|41119|Left4Dead2
January 2023|31602.76|4597.15|+17.02%|58545|Left4Dead2
December 2022|27005.61|6574.55|+32.18%|64886|Left4Dead2
November 2022|20431.06|4948.78|+31.96%|84991|Left4Dead2
October 2022|15482.28|-413.04|-2.60%|26901|Left4Dead2
September 2022|15895.32|-3044.74|-16.08%|27982|Left4Dead2
August 2022|18940.06|-4257.59|-18.35%|28640|Left4Dead2
July 2022|23197.65|7108.46|+44.18%|48800|Left4Dead2
June 2022|16089.19|1332.16|+9.03%|31533|Left4Dead2
May 2022|14757.03|-873.14|-5.59%|24981|Left4Dead2
April 2022|15630.17|-39.08|-0.25%|26434|Left4Dead2
March 2022|15669.25|-3582.35|-18.61%|27129|Left4Dead2
February 2022|19251.6|-2241.80|-10.43%|34758|Left4Dead2
January 2022|21493.4|4559.42|+26.92%|34605|Left4Dead2
December 2021|16933.98|255.27|+1.53%|30845|Left4Dead2
November 2021|16678.71|1002.45|+6.39%|34769|Left4Dead2
October 2021|15676.26|-1444.80|-8.44%|38013|Left4Dead2
September 2021|17121.06|-2816.45|-14.13%|34682|Left4Dead2
August 2021|19937.51|-91.55|-0.46%|49003|Left4Dead2
July 2021|20029.06|3369.60|+20.23%|37870|Left4Dead2
June 2021|16659.47|-2037.38|-10.90%|33686|Left4Dead2
May 2021|18696.85|3278.56|+21.26%|40653|Left4Dead2
April 2021|15418.29|-141.89|-0.91%|29097|Left4Dead2
March 2021|15560.18|-1099.69|-6.60%|36938|Left4Dead2
February 2021|16659.87|-2925.30|-14.94%|23915|Left4Dead2
January 2021|19585.17|1255.14|+6.85%|34475|Left4Dead2
December 2020|18330.04|-50.64|-0.28%|33893|Left4Dead2
November 2020|18380.67|-3074.38|-14.33%|39300|Left4Dead2
October 2020|21455.05|441.19|+2.10%|47697|Left4Dead2
September 2020|21013.86|8384.79|+66.39%|100965|Left4Dead2
August 2020|12629.07|-2038.69|-13.90%|18679|Left4Dead2
July 2020|14667.76|3372.34|+29.86%|25107|Left4Dead2
June 2020|11295.42|-656.96|-5.50%|23371|Left4Dead2
May 2020|11952.38|-2600.69|-17.87%|18881|Left4Dead2
April 2020|14553.07|1357.53|+10.29%|42699|Left4Dead2
March 2020|13195.54|400.40|+3.13%|21184|Left4Dead2
February 2020|12795.14|660.88|+5.45%|25124|Left4Dead2
January 2020|12134.26|920.07|+8.20%|22868|Left4Dead2
December 2019|11214.19|1676.74|+17.58%|23710|Left4Dead2
November 2019|9537.45|1284.70|+15.57%|22226|Left4Dead2
October 2019|8252.75|688.33|+9.10%|22339|Left4Dead2
September 2019|7564.43|-1478.80|-16.35%|14519|Left4Dead2
August 2019|9043.23|-2205.39|-19.61%|14930|Left4Dead2
July 2019|11248.62|1172.30|+11.63%|22293|Left4Dead2
June 2019|10076.32|-99.65|-0.98%|21723|Left4Dead2
May 2019|10175.97|2279.39|+28.87%|26978|Left4Dead2
April 2019|7896.58|-401.12|-4.83%|15029|Left4Dead2
March 2019|8297.7|-1203.64|-12.67%|15316|Left4Dead2
February 2019|9501.35|-1066.71|-10.09%|18087|Left4Dead2
January 2019|10568.06|655.17|+6.61%|20122|Left4Dead2
