Month|Avg. Players|Gain|% Gain|Peak Players|Source File
March 2024|7674.04|-414.91|-5.13%|12514|Albion Online
February 2024|8088.95|-234.04|-2.81%|12513|Albion Online
January 2024|8322.99|455.46|+5.79%|12833|Albion Online
December 2023|7867.53|-666.00|-7.80%|12232|Albion Online
November 2023|8533.53|-204.69|-2.34%|13362|Albion Online
October 2023|8738.22|656.02|+8.12%|14439|Albion Online
September 2023|8082.2|-958.56|-10.60%|13050|Albion Online
August 2023|9040.76|-1214.19|-11.84%|14372|Albion Online
July 2023|10254.95|-2179.90|-17.53%|16031|Albion Online
June 2023|12434.86|-2541.48|-16.97%|21600|Albion Online
May 2023|14976.34|-1168.67|-7.24%|24696|Albion Online
April 2023|16145.01|6666.21|+70.33%|26041|Albion Online
March 2023|9478.8|3936.58|+71.03%|24942|Albion Online
February 2023|5542.22|-211.13|-3.67%|9071|Albion Online
January 2023|5753.35|-312.10|-5.15%|8748|Albion Online
December 2022|6065.44|-13.91|-0.23%|10124|Albion Online
November 2022|6079.35|109.02|+1.83%|10903|Albion Online
October 2022|5970.33|-120.05|-1.97%|9650|Albion Online
September 2022|6090.38|-374.25|-5.79%|10005|Albion Online
August 2022|6464.62|-257.31|-3.83%|9487|Albion Online
July 2022|6721.93|119.58|+1.81%|9881|Albion Online
June 2022|6602.36|606.54|+10.12%|10445|Albion Online
May 2022|5995.82|-140.18|-2.28%|9420|Albion Online
April 2022|6135.99|608.77|+11.01%|9822|Albion Online
March 2022|5527.22|-158.33|-2.78%|9195|Albion Online
February 2022|5685.55|-507.89|-8.20%|8839|Albion Online
January 2022|6193.44|418.90|+7.25%|9643|Albion Online
December 2021|5774.54|317.84|+5.82%|8944|Albion Online
November 2021|5456.7|-165.70|-2.95%|10298|Albion Online
October 2021|5622.4|-1054.29|-15.79%|9444|Albion Online
September 2021|6676.69|-1169.75|-14.91%|10718|Albion Online
August 2021|7846.44|-289.89|-3.56%|11558|Albion Online
July 2021|8136.33|-343.83|-4.05%|11732|Albion Online
June 2021|8480.16|312.92|+3.83%|12568|Albion Online
May 2021|8167.24|-227.51|-2.71%|11716|Albion Online
April 2021|8394.75|-56.96|-0.67%|12383|Albion Online
March 2021|8451.71|426.65|+5.32%|12918|Albion Online
February 2021|8025.07|745.03|+10.23%|12360|Albion Online
January 2021|7280.04|186.60|+2.63%|12394|Albion Online
December 2020|7093.44|-674.27|-8.68%|11038|Albion Online
November 2020|7767.72|-453.84|-5.52%|12254|Albion Online
October 2020|8221.55|-626.07|-7.08%|12436|Albion Online
September 2020|8847.63|1703.53|+23.85%|13118|Albion Online
August 2020|7144.1|1234.67|+20.89%|11595|Albion Online
July 2020|5909.43|27.95|+0.48%|8899|Albion Online
June 2020|5881.48|-1304.71|-18.16%|8863|Albion Online
May 2020|7186.19|211.94|+3.04%|10990|Albion Online
April 2020|6974.26|2220.75|+46.72%|10616|Albion Online
March 2020|4753.51|1049.47|+28.33%|9166|Albion Online
February 2020|3704.04|754.81|+25.59%|6223|Albion Online
January 2020|2949.22|358.38|+13.83%|5447|Albion Online
December 2019|2590.85|121.06|+4.90%|4406|Albion Online
November 2019|2469.79|236.65|+10.60%|4433|Albion Online
October 2019|2233.14|-89.45|-3.85%|3884|Albion Online
September 2019|2322.59|-146.22|-5.92%|4068|Albion Online
August 2019|2468.81|-943.14|-27.64%|4585|Albion Online
July 2019|3411.95|-900.51|-20.88%|5337|Albion Online
June 2019|4312.46|-2672.82|-38.26%|7565|Albion Online
May 2019|6985.28|1105.45|+18.80%|12955|Albion Online
April 2019|5879.83|5549.36|+1679.22%|13312|Albion Online
March 2019|330.47|40.57|+14.00%|758|Albion Online
February 2019|289.9|24.93|+9.41%|568|Albion Online
January 2019|264.97|25.04|+10.44%|561|Albion Online
December 2018|239.93|-8.40|-3.38%|407|Albion Online
November 2018|248.33|15.21|+6.53%|473|Albion Online
October 2018|233.12|-19.66|-7.78%|429|Albion Online
September 2018|252.77|-102.02|-28.75%|482|Albion Online
August 2018|354.79|-182.74|-34.00%|650|Albion Online
July 2018|537.53|-182.34|-25.33%|1052|Albion Online
June 2018|719.87|-661.13|-47.87%|1627|Albion Online
May 2018|1381.0|-|-|2796|Albion Online
March 2024|17606.39|-371.87|-2.07%|24559|Black Desert
February 2024|17978.26|-668.21|-3.58%|24264|Black Desert
January 2024|18646.47|-1535.95|-7.61%|26465|Black Desert
December 2023|20182.42|3233.52|+19.08%|28563|Black Desert
November 2023|16948.91|695.15|+4.28%|23915|Black Desert
October 2023|16253.76|-1861.74|-10.28%|22977|Black Desert
September 2023|18115.5|-2014.12|-10.01%|24099|Black Desert
August 2023|20129.63|-4996.16|-19.88%|28431|Black Desert
July 2023|25125.78|9496.33|+60.76%|34281|Black Desert
June 2023|15629.45|1449.81|+10.22%|21420|Black Desert
May 2023|14179.64|-1726.74|-10.86%|20404|Black Desert
April 2023|15906.38|-3487.14|-17.98%|22319|Black Desert
March 2023|19393.52|2144.55|+12.43%|30247|Black Desert
February 2023|17248.97|-1493.65|-7.97%|25637|Black Desert
January 2023|18742.62|2002.65|+11.96%|25592|Black Desert
December 2022|16739.97|1988.39|+13.48%|23127|Black Desert
November 2022|14751.58|-815.56|-5.24%|20383|Black Desert
October 2022|15567.14|2836.56|+22.28%|21608|Black Desert
September 2022|12730.57|-1678.51|-11.65%|19404|Black Desert
August 2022|14409.08|-536.05|-3.59%|20502|Black Desert
July 2022|14945.13|1761.46|+13.36%|19995|Black Desert
June 2022|13183.67|-1091.63|-7.65%|18088|Black Desert
May 2022|14275.3|-2951.38|-17.13%|20089|Black Desert
April 2022|17226.68|3996.19|+30.20%|28710|Black Desert
March 2022|13230.5|-1356.39|-9.30%|18353|Black Desert
February 2022|14586.89|-3614.39|-19.86%|19734|Black Desert
January 2022|18201.28|1893.19|+11.61%|25832|Black Desert
December 2021|16308.09|1258.98|+8.37%|24346|Black Desert
November 2021|15049.11|-517.15|-3.32%|20060|Black Desert
October 2021|15566.26|-1690.12|-9.79%|21128|Black Desert
September 2021|17256.39|-2010.41|-10.43%|24034|Black Desert
August 2021|19266.8|-3316.64|-14.69%|24798|Black Desert
July 2021|22583.44|5374.05|+31.23%|33859|Black Desert
June 2021|17209.4|336.98|+2.00%|33699|Black Desert
May 2021|16872.42|-4126.30|-19.65%|23223|Black Desert
April 2021|20998.72|-5583.58|-21.00%|28860|Black Desert
March 2021|26582.3|11086.80|+71.55%|40449|Black Desert
February 2021|15495.5|-1871.66|-10.78%|31685|Black Desert
January 2021|17367.16|3216.49|+22.73%|23806|Black Desert
December 2020|14150.67|328.15|+2.37%|22203|Black Desert
November 2020|13822.52|-925.06|-6.27%|19142|Black Desert
October 2020|14747.58|-1990.91|-11.89%|19307|Black Desert
September 2020|16738.5|2236.97|+15.43%|22953|Black Desert
August 2020|14501.52|-876.78|-5.70%|18551|Black Desert
July 2020|15378.3|-2871.78|-15.74%|19471|Black Desert
June 2020|18250.08|-1693.22|-8.49%|24463|Black Desert
May 2020|19943.3|-3249.50|-14.01%|25391|Black Desert
April 2020|23192.8|-867.57|-3.61%|30086|Black Desert
March 2020|24060.37|9027.52|+60.05%|37034|Black Desert
February 2020|15032.84|782.37|+5.49%|34298|Black Desert
